GO	description	category	ERR2014354	ERR2014355	ERR2014356	ERR2014357	ERR2014358	ERR2014359	ERR2014360	ERR2014361	ERR2014362	ERR2014363	ERR2014364	ERR2014365	ERR2014366	ERR2014367	ERR2014368	ERR2014369	ERR2014370	ERR2014371	ERR2014372	ERR2014373	ERR2014374	ERR2014375	ERR2014376	ERR2014377	ERR2014378	ERR2014379	ERR2014380	ERR2014381	ERR2014382	ERR2014383	ERR2014384	ERR2014385	ERR2014386	ERR2014387	ERR2014388	ERR2014389	ERR2014390	ERR2014391	ERR2014392	ERR2014393
GO:0008274	gamma-tubulin ring complex	cellular component	2	3	4	4	0	1	0	1	2	0	0	0	7	0	1	0	0	0	1	0	0	0	0	1	0	0	1	2	1	0	0	1	1	1	0	2	0	0	0	1
GO:0008277	regulation of G-protein coupled receptor protein signaling pathway	biological process	1	3	3	3	0	0	1	1	0	0	0	0	4	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0008283	cell proliferation	biological process	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008284	positive regulation of cell proliferation	biological process	3	5	2	2	2	5	22	0	5	0	1	2	5	4	138	42	2	8	2	23	0	0	1	4	11	99	31	47	77	0	91	16	49	62	0	18	2	2	5	2
GO:0008285	negative regulation of cell proliferation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0008289	lipid binding	molecular function	57	55	115	52	214	22	32	14	39	1	8	6	65	55	205	412	9	10	11	84	9	32	1	44	14	182	60	130	112	3	218	39	91	85	6	105	2	16	6	6
GO:0008290	F-actin capping protein complex	cellular component	183	113	541	170	283	64	85	28	33	6	7	21	49	220	692	924	13	25	44	293	11	37	4	23	48	603	172	281	388	6	523	49	169	441	10	112	5	18	11	19
GO:0008295	spermidine biosynthetic process	biological process	339	12	25	14	349	32	26	68	22	57	41	236	10	317	16	25	46	84	78	11	40	70	127	7	32	17	8	11	9	143	21	10	5	7	108	9	28	34	61	48
GO:0008299	isoprenoid biosynthetic process	biological process	2162	177	638	514	2482	1397	890	2113	335	1742	2274	3985	424	3598	729	1544	1170	3186	2336	471	1521	1573	1913	432	1507	1637	832	1095	1146	2216	891	780	1067	320	4908	321	1080	925	1470	2056
GO:0008305	integrin complex	cellular component	2	2	12	3	6	5	0	1	0	0	0	1	4	5	4	6	1	0	0	2	0	3	0	3	0	1	1	2	4	0	1	0	1	1	0	1	0	0	0	1
GO:0008308	voltage-gated anion channel activity	molecular function	2	6	3	4	0	2	6	2	3	0	0	2	8	3	47	11	0	3	0	18	1	0	0	6	4	44	13	28	35	1	50	7	27	33	0	7	0	5	1	1
GO:0008312	7S RNA binding	molecular function	2749	98	358	333	1959	2641	1529	3368	196	2091	2658	2082	193	2843	521	748	1673	2552	1663	233	1831	1580	1386	205	1717	624	637	479	399	1979	789	474	655	214	3689	167	1513	2010	1275	1976
GO:0008318	protein prenyltransferase activity	molecular function	8	8	11	5	5	4	7	2	4	0	1	1	8	6	17	24	0	0	1	9	1	0	0	5	4	15	4	19	13	1	17	7	8	15	1	7	0	0	0	0
GO:0008324	cation transmembrane transporter activity	molecular function	976	36	190	152	1161	851	631	2102	173	1334	1531	2017	119	1985	288	356	603	1082	768	121	563	512	911	429	1075	1271	1609	741	672	1229	379	270	372	113	1990	172	1189	1043	686	578
GO:0008343	adult feeding behavior	biological process	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO:0008360	regulation of cell shape	biological process	237	88	582	303	232	214	293	295	255	510	713	895	153	413	527	1198	394	870	312	232	220	296	605	131	259	397	425	394	272	372	1380	615	1104	261	1270	129	253	185	242	444
GO:0008373	sialyltransferase activity	molecular function	43	32	67	33	48	11	26	10	18	2	3	7	31	38	154	154	2	13	10	63	6	7	2	31	14	69	26	54	46	5	91	28	46	103	1	30	2	2	4	4
GO:0008374	O-acyltransferase activity	molecular function	0	0	1	1	0	0	1	1	0	0	0	0	5	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	2	1	2	0	1	0	0	1	3
GO:0008375	acetylglucosaminyltransferase activity	molecular function	17	25	53	17	16	17	46	7	16	1	0	2	39	9	315	76	5	7	4	120	5	10	1	26	34	299	89	194	123	1	203	25	79	214	1	58	0	8	5	4
GO:0008376	acetylgalactosaminyltransferase activity	molecular function	52	48	183	70	71	14	12	6	11	3	7	4	40	58	162	181	4	9	14	39	3	9	3	21	13	84	18	58	83	7	31	13	21	93	2	31	2	6	5	6
GO:0008378	galactosyltransferase activity	molecular function	16	29	45	30	16	10	19	3	11	1	4	2	29	17	99	76	0	3	5	35	1	3	5	20	14	158	64	88	61	3	176	18	53	133	1	26	1	12	4	1
GO:0008380	RNA splicing	biological process	1	3	3	3	5	0	1	2	1	0	0	0	3	2	5	4	0	1	4	1	2	0	0	0	1	6	3	4	1	0	10	0	5	5	0	1	0	0	0	1
GO:0008384	IkappaB kinase activity	molecular function	0	0	4	2	3	0	0	0	0	1	1	0	0	1	4	5	0	0	0	5	0	0	0	0	0	5	1	3	6	0	4	1	5	1	0	2	1	0	0	0
GO:0008406	gonad development	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008408	3'-5' exonuclease activity	molecular function	4300	378	2676	1885	4068	6865	5292	7680	1760	5490	4746	6451	1175	4579	2227	5511	3257	6073	7154	950	4931	4465	5630	1334	5470	2925	4227	2634	2335	6206	6818	3372	4648	1567	9721	909	5718	4125	4080	5895
GO:0008410	CoA-transferase activity	molecular function	161	4	5	8	120	6	53	90	4	152	46	227	9	243	12	4	71	23	112	6	60	17	108	8	92	3	13	4	10	115	3	4	5	7	278	5	1	10	47	32
GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity	molecular function	51	1	0	0	21	4	0	155	1	16	36	4	2	41	1	7	19	35	9	0	3	12	8	1	27	0	0	0	2	15	0	0	1	0	26	0	4	4	12	9
GO:0008417	fucosyltransferase activity	molecular function	4	14	14	7	3	10	40	4	9	2	1	0	12	3	217	113	3	14	4	69	6	2	10	8	35	231	77	135	125	2	116	31	81	146	1	35	0	6	8	5
GO:0008418	protein-N-terminal asparagine amidohydrolase activity	molecular function	1	3	7	6	2	4	4	0	2	0	1	0	9	8	13	7	0	1	0	5	0	3	0	7	2	25	2	7	3	0	15	7	4	17	0	5	1	0	2	0
GO:0008430	selenium binding	molecular function	1	3	5	3	1	0	0	0	1	0	0	2	8	0	1	0	0	0	0	0	1	1	0	4	1	0	0	3	0	0	0	0	0	2	0	4	0	0	0	1
GO:0008434	calcitriol receptor activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity	molecular function	16	27	55	39	17	12	44	4	15	0	4	6	40	34	426	415	19	17	13	102	4	4	5	17	38	299	78	177	227	1	191	38	125	317	0	54	3	10	4	7
GO:0008452	RNA ligase activity	molecular function	0	2	6	4	3	0	1	0	2	0	0	23	1	2	7	7	0	0	0	8	1	0	1	6	1	8	3	9	15	0	17	0	6	9	1	5	0	0	1	2
GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	molecular function	0	7	7	5	5	0	1	0	3	0	0	0	10	1	9	13	0	0	0	4	2	1	0	9	0	5	1	4	5	2	18	7	3	4	0	5	0	1	0	2
GO:0008475	procollagen-lysine 5-dioxygenase activity	molecular function	0	0	1	3	0	0	0	0	1	0	0	0	0	1	11	11	0	0	0	8	2	3	0	2	2	15	6	11	12	0	14	2	6	10	1	3	0	0	0	0
GO:0008479	queuine tRNA-ribosyltransferase activity	molecular function	5221	6	7	1	3699	2858	1547	6743	62	3026	3738	3349	18	5236	15	41	2139	3873	2746	3	2268	2354	2292	8	2312	1	54	2	4	3588	4	7	18	1	4855	7	2259	2365	2322	2549
GO:0008483	transaminase activity	molecular function	209	23	26	16	435	21	53	638	17	2703	1365	3676	36	396	46	63	198	1012	657	26	91	99	215	24	425	21	75	18	42	825	18	19	12	34	2863	23	55	63	321	64
GO:0008484	sulfuric ester hydrolase activity	molecular function	222	35	127	68	373	121	120	69	65	77	67	278	59	478	138	321	80	139	244	70	68	62	147	66	100	145	144	121	88	152	322	134	289	183	240	60	81	62	64	83
GO:0008488	gamma-glutamyl carboxylase activity	molecular function	1	3	4	2	1	1	1	0	4	0	0	0	3	1	2	3	0	2	2	2	0	2	1	1	1	4	3	5	5	2	2	1	0	1	0	5	0	0	2	1
GO:0008502	melatonin receptor activity	molecular function	0	2	1	1	1	1	1	0	0	0	1	0	5	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	2	0	2	0	0	0	0
GO:0008509	anion transmembrane transporter activity	molecular function	7	24	19	26	5	5	1	4	21	0	2	2	30	4	12	13	1	0	5	12	10	3	0	21	2	7	1	17	14	2	1	6	2	19	0	29	0	0	3	4
GO:0008514	organic anion transmembrane transporter activity	molecular function	48	0	0	0	113	54	3	870	3	605	270	84	2	269	0	2	60	35	40	0	84	61	193	1	61	0	9	1	0	64	0	0	0	0	73	0	64	39	111	267
GO:0008519	ammonium transmembrane transporter activity	molecular function	348	84	116	57	274	1434	948	187	115	252	125	339	81	113	2950	602	311	421	902	424	799	692	350	719	1091	1670	899	962	1489	889	1416	227	654	1198	339	343	558	869	727	1037
GO:0008521	acetyl-CoA transporter activity	molecular function	1	1	2	1	2	0	1	1	1	2	0	0	4	0	1	4	0	3	1	0	0	1	0	1	0	1	1	0	3	0	2	1	1	1	0	2	0	0	0	0
GO:0008528	G-protein coupled peptide receptor activity	molecular function	1	0	4	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	3	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0
GO:0008531	riboflavin kinase activity	molecular function	1397	21	94	73	1188	1046	638	1836	80	917	946	1077	56	913	133	280	819	1281	1126	93	1137	881	1576	130	1510	1626	2044	1005	1261	1191	397	207	477	78	2138	109	853	806	1021	1518
GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity	molecular function	8	1	0	0	5	0	0	7	0	34	39	63	0	42	0	1	6	44	4	0	7	2	7	0	7	0	0	0	0	5	0	0	0	0	93	0	2	6	10	7
GO:0008536	Ran GTPase binding	molecular function	7	7	28	7	11	3	3	0	1	0	3	2	6	11	41	30	2	1	2	9	0	0	0	4	2	42	12	13	18	0	19	1	12	25	0	9	1	0	2	0
GO:0008537	proteasome activator complex	cellular component	76	37	112	48	148	6	11	12	14	5	13	15	22	54	74	160	8	17	9	46	0	9	23	10	4	38	4	9	21	8	28	13	16	26	11	28	0	5	2	3
GO:0008541	proteasome regulatory particle, lid subcomplex	cellular component	2	0	9	4	3	8	3	0	3	0	0	0	5	5	8	15	0	0	1	6	0	2	0	8	0	28	0	5	13	1	11	4	0	4	0	5	0	0	0	0
GO:0008544	epidermis development	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	2	0	0	1	0	0	0	0
GO:0008556	potassium-transporting ATPase activity	molecular function	1	0	2	0	0	0	0	16	1	1	2	3	0	5	1	1	0	0	34	0	3	24	1	0	32	0	6	0	0	392	1	0	0	0	11	1	0	0	4	39
GO:0008565	protein transporter activity	molecular function	4486	54	123	45	6987	1823	849	1802	36	2075	2033	3151	30	6548	237	183	2065	2788	1971	81	1288	2299	6785	21	723	216	76	88	112	2439	154	24	60	106	2727	64	595	1009	897	1804
GO:0008601	protein phosphatase type 2A regulator activity	molecular function	46	28	98	50	46	11	40	6	22	4	7	3	56	34	241	199	3	5	18	73	4	13	5	25	19	188	71	88	132	8	146	30	76	103	4	62	6	6	5	5
GO:0008608	attachment of spindle microtubules to kinetochore	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008612	peptidyl-lysine modification to peptidyl-hypusine	biological process	4	5	7	2	0	1	0	0	2	0	0	1	9	0	8	12	0	0	0	4	1	2	1	8	2	4	1	4	7	0	4	1	6	1	0	4	0	0	2	1
GO:0008615	pyridoxine biosynthetic process	biological process	93	0	0	0	116	11	1	119	1	51	16	243	0	322	0	0	13	40	83	0	22	9	43	0	16	0	2	0	0	204	1	0	1	0	132	0	18	17	8	24
GO:0008616	queuosine biosynthetic process	biological process	7528	7	7	2	5822	3350	1717	10251	89	4990	6408	6569	21	7922	20	62	3592	6900	3637	5	3085	3199	3753	9	2816	1	80	3	5	5213	5	7	29	1	10018	8	2534	2640	3535	3325
GO:0008641	small protein activating enzyme activity	molecular function	1578	24	65	16	1067	1075	346	840	27	920	780	6107	31	3177	308	224	453	1250	1974	114	926	649	426	15	486	272	90	138	155	1258	166	14	83	158	2005	49	948	821	628	625
GO:0008643	carbohydrate transport	biological process	512	13	16	12	170	830	770	208	57	32	25	9	15	107	84	41	49	147	485	54	28	291	1	13	755	118	46	79	32	1173	198	29	96	57	41	18	136	1036	16	12
GO:0008645	hexose transport	biological process	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008649	rRNA methyltransferase activity	molecular function	1264	143	735	571	830	1738	1504	1627	578	864	964	1003	724	1058	676	1339	750	1171	1764	298	1237	1147	961	375	1548	418	466	405	375	1983	1046	968	1237	350	1481	286	1339	949	816	1092
GO:0008652	cellular amino acid biosynthetic process	biological process	4229	2	6	2	3039	3309	1346	5544	79	1165	1637	1614	12	1991	116	43	1055	1827	2157	67	1480	1169	533	108	2055	153	276	125	140	2929	1	4	12	4	3161	4	1435	1944	1211	3064
GO:0008654	phospholipid biosynthetic process	biological process	1308	99	1015	603	1136	2290	1892	1897	490	1284	1196	1423	252	1624	656	1636	1039	1531	2324	257	1566	1651	1564	387	1327	864	1281	761	709	1792	1742	1029	1601	426	2321	313	2891	2571	1212	2710
GO:0008658	penicillin binding	molecular function	4006	311	1479	1483	3509	4679	3445	4851	1128	2841	2931	3104	1175	3324	1279	2871	2764	3619	4343	825	4351	4142	3016	734	3544	1207	1695	1299	1114	4130	3459	2533	3688	857	5275	614	3220	2595	3132	3230
GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity	molecular function	326	0	2	3	411	31	9	388	4	721	1421	1743	4	699	23	6	552	1518	221	46	115	43	290	395	79	184	175	150	240	445	0	1	6	0	2382	1	18	25	580	82
GO:0008667	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity	molecular function	42	0	0	0	30	1	7	10	1	2	3	15	0	69	0	1	7	2	8	0	9	4	3	0	2	0	0	0	0	8	0	0	0	0	6	0	1	2	4	2
GO:0008671	2-dehydro-3-deoxygalactonokinase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008677	2-dehydropantoate 2-reductase activity	molecular function	385	0	1	1	484	795	268	2691	13	1756	1153	963	0	494	2	15	971	1328	588	2	648	1377	1769	3	598	0	3	0	0	743	0	1	9	1	1338	1	273	443	709	759
GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	molecular function	554	3	0	0	534	246	96	592	10	862	1747	2180	0	567	14	5	622	1443	281	1	350	321	677	0	165	0	35	2	0	880	0	1	4	0	1908	0	95	127	770	368
GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	molecular function	903	1	0	17	1060	62	95	212	8	269	109	748	0	799	8	53	246	270	447	0	221	67	391	267	203	351	178	87	259	429	0	0	1	1	539	68	54	153	132	120
GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	molecular function	136	0	0	4	128	45	102	62	1	90	37	425	1	101	3	12	56	66	65	1	53	31	47	59	69	137	37	23	36	94	0	3	0	0	76	38	15	29	50	28
GO:0008705	methionine synthase activity	molecular function	26	3	2	4	0	2	0	2	0	2	0	0	2	0	1	1	0	0	56	4	0	4	0	2	0	0	0	0	2	0	1	2	2	1	95	3	0	0	2	2
GO:0008715	CDP-diacylglycerol diphosphatase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008716	D-alanine-D-alanine ligase activity	molecular function	1142	166	880	605	1354	1679	984	1456	470	1059	957	924	360	1426	733	2120	1246	1216	1122	341	1549	1182	1214	612	1992	3260	2921	2091	1892	1214	1368	929	1298	338	1954	355	1194	1008	1260	2096
GO:0008725	DNA-3-methyladenine glycosylase activity	molecular function	12	0	0	1	126	15	2	53	25	9	14	16	6	295	22	23	5	5	6	27	20	8	10	416	0	607	800	502	604	31	0	0	3	0	7	0	14	22	12	1
GO:0008733	L-arabinose isomerase activity	molecular function	239	0	0	0	27	418	288	169	36	18	14	9	1	26	0	0	15	81	464	2	13	151	0	18	341	0	2	0	0	1189	0	0	5	1	1	24	27	134	2	5
GO:0008736	L-fucose isomerase activity	molecular function	34	0	0	1	368	21	0	700	13	1099	232	533	0	1	0	0	472	235	50	0	587	149	882	0	41	0	2	0	1	431	0	0	0	0	8	1	0	0	547	170
GO:0008740	L-rhamnose isomerase activity	molecular function	0	0	0	0	0	0	0	2	5	0	0	16	0	16	0	0	0	0	2	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0
GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	molecular function	2240	6	11	5	1400	264	82	2539	16	746	1456	1793	12	2062	18	15	477	1185	343	7	235	216	291	55	538	51	57	26	65	1057	14	13	24	11	2193	6	594	451	316	913
GO:0008750	NAD(P)+ transhydrogenase (AB-specific) activity	molecular function	27	5	4	3	2	0	0	125	7	136	393	280	2	0	2	7	3	0	0	0	2	1	22	5	5	2	2	3	2	160	1	5	1	2	33	4	1	0	2	1
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular function	4	6	10	5	7	1	1	2	2	439	932	974	12	10	1	5	334	829	2	8	0	2	2	10	2	2	4	3	2	8	5	4	7	5	1689	3	1	3	242	1
GO:0008759	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular function	1853	0	1	0	2109	130	124	313	4	292	234	1523	1	1973	18	11	416	510	442	0	257	176	702	0	96	1	8	0	0	503	0	0	5	0	928	0	149	214	287	168
GO:0008762	UDP-N-acetylmuramate dehydrogenase activity	molecular function	1021	92	628	576	847	708	553	1072	525	720	672	1133	243	848	839	1349	581	883	1054	272	776	978	967	268	863	1269	1199	855	878	1209	918	808	1654	381	954	200	493	472	683	1085
GO:0008767	UDP-galactopyranose mutase activity	molecular function	334	0	0	11	385	1059	624	1166	43	1088	879	916	4	240	12	33	881	1367	1950	11	1115	1287	1825	114	465	6	50	23	89	1195	1	0	1	1	1572	87	450	391	927	1267
GO:0008770	[acyl-carrier-protein] phosphodiesterase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008771	[citrate (pro-3S)-lyase] ligase activity	molecular function	17	0	0	14	274	11	2	51	3	37	19	21	0	621	1	19	10	6	32	0	16	49	24	248	31	439	461	625	290	124	0	0	0	0	12	194	8	51	14	49
GO:0008772	[isocitrate dehydrogenase (NADP+)] kinase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008773	[protein-PII] uridylyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0008782	adenosylhomocysteine nucleosidase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008784	alanine racemase activity	molecular function	124	10	38	52	111	40	32	223	44	161	202	274	39	153	57	166	90	204	50	45	49	57	74	40	114	209	232	174	120	67	146	123	148	26	431	57	67	38	66	74
GO:0008791	arginine N-succinyltransferase activity	molecular function	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0008792	arginine decarboxylase activity	molecular function	86	0	0	0	131	4	2	38	0	16	7	105	0	215	0	0	12	28	26	0	16	10	60	0	12	0	0	0	0	72	1	0	0	0	37	0	8	6	2	13
GO:0008796	bis(5'-nucleosyl)-tetraphosphatase activity	molecular function	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	1	0	6	3	2	0	0	4	0	0	0	0
GO:0008800	beta-lactamase activity	molecular function	7	1	6	2	12	3	5	30	8	35	24	18	4	28	6	7	7	10	12	4	13	10	15	2	8	7	5	7	1	5	9	9	14	1	44	4	17	9	15	27
GO:0008810	cellulase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0008811	chloramphenicol O-acetyltransferase activity	molecular function	0	0	0	0	0	1	0	2	3	0	2	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	2
GO:0008813	chorismate lyase activity	molecular function	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008814	citrate CoA-transferase activity	molecular function	128	1	1	40	1375	257	16	470	12	330	86	109	3	4290	3	72	226	106	124	0	165	293	228	1080	301	926	1312	1237	778	748	0	1	0	0	60	731	101	472	240	377
GO:0008817	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	molecular function	34	1	0	0	28	8	7	49	5	208	431	534	0	12	0	0	191	454	24	1	22	8	20	0	25	0	3	0	0	56	0	0	0	1	806	0	6	13	63	43
GO:0008818	cobalamin 5'-phosphate synthase activity	molecular function	4	0	0	0	1	1	0	13	0	24	13	40	0	9	0	0	1	8	19	0	1	4	2	0	2	0	0	0	0	47	0	0	0	0	34	0	0	0	4	2
GO:0008821	crossover junction endodeoxyribonuclease activity	molecular function	15	0	0	0	11	3	0	14	0	8	9	10	0	14	0	0	3	3	14	0	3	3	5	0	1	0	0	0	0	10	0	0	0	0	12	0	0	1	2	0
GO:0008827	cytochrome o ubiquinol oxidase activity	molecular function	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0008829	dCTP deaminase activity	molecular function	0	0	0	0	0	1	0	9	0	4	2	0	0	1	0	0	1	0	0	0	2	0	3	0	1	0	0	0	0	6	0	0	0	0	3	0	4	0	0	2
GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	molecular function	630	0	1	0	740	973	559	729	35	436	533	844	3	607	24	8	377	929	991	0	357	449	989	1	1204	0	3	2	0	953	0	0	4	0	875	2	172	325	335	978
GO:0008837	diaminopimelate epimerase activity	molecular function	824	0	0	0	601	112	52	921	7	146	254	276	3	314	3	4	149	314	188	0	84	51	98	144	182	44	51	53	108	127	0	2	3	2	419	0	129	145	111	274
GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase	molecular function	663	1	1	1	746	93	25	1385	15	256	570	414	3	1060	5	18	266	362	161	0	104	111	187	90	267	116	129	57	76	427	0	0	2	0	524	0	166	159	139	221
GO:0008851	ethanolamine ammonia-lyase activity	molecular function	0	0	0	0	0	2	0	5	5	5	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	1	0	0	0	0	0
GO:0008852	exodeoxyribonuclease I activity	molecular function	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0008855	exodeoxyribonuclease VII activity	molecular function	1073	40	231	392	920	1271	907	1658	199	1524	1597	1836	242	1214	352	503	880	1850	1123	317	843	740	1589	435	1083	2253	1262	1339	1202	1581	481	477	606	132	2190	273	529	591	952	1253
GO:0008864	formyltetrahydrofolate deformylase activity	molecular function	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	1
GO:0008878	glucose-1-phosphate adenylyltransferase activity	molecular function	272	1	2	1	223	169	70	468	10	366	261	134	4	163	0	19	129	198	321	0	256	455	1327	0	91	0	1	0	1	407	0	0	0	0	254	1	66	124	105	754
GO:0008880	glucuronate isomerase activity	molecular function	119	1	5	1	119	357	17	292	2	30	107	161	4	119	1	11	292	73	108	0	76	47	26	0	497	0	12	2	1	88	0	0	0	2	54	1	41	271	62	292
GO:0008882	[glutamate-ammonia-ligase] adenylyltransferase activity	molecular function	162	0	0	0	88	554	309	125	14	117	75	215	0	124	4	1	89	183	514	0	429	301	120	0	606	1	1	0	2	899	1	0	9	0	127	0	179	225	302	700
GO:0008883	glutamyl-tRNA reductase activity	molecular function	22	1	0	1	4	0	2	53	2	46	175	64	0	2	0	25	9	2	7	0	5	1	14	1	13	0	0	0	1	47	0	0	1	1	19	0	4	3	11	9
GO:0008887	glycerate kinase activity	molecular function	321	0	0	10	355	44	7	1068	18	279	236	352	17	478	67	29	258	428	117	68	183	67	195	644	114	545	296	349	544	455	0	1	2	0	370	141	201	110	289	247
GO:0008897	holo-[acyl-carrier-protein] synthase activity	molecular function	638	37	255	261	462	738	592	1158	240	359	600	460	189	563	333	825	355	696	718	169	463	607	409	110	880	1004	619	683	514	622	910	790	1023	223	829	128	455	401	390	516
GO:0008899	homoserine O-succinyltransferase activity	molecular function	415	1	1	0	725	703	398	87	21	376	244	618	2	1066	27	22	52	153	540	3	1150	805	196	20	132	0	8	3	0	578	1	1	4	0	755	0	731	391	1256	893
GO:0008900	hydrogen:potassium-exchanging ATPase activity	molecular function	0	1	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0008901	ferredoxin hydrogenase activity	molecular function	5	0	0	0	0	0	0	7	2	8	29	17	1	0	0	0	0	0	2	0	0	0	3	0	5	0	0	0	0	13	0	0	0	0	9	0	0	0	0	0
GO:0008914	leucyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GO:0008915	lipid-A-disaccharide synthase activity	molecular function	178	0	1	0	170	20	25	88	1	53	31	211	0	203	3	1	33	72	53	0	45	30	48	0	17	0	3	0	0	122	1	0	0	0	76	0	20	30	40	39
GO:0008918	lipopolysaccharide 3-alpha-galactosyltransferase activity	molecular function	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
